A_LOAD,A_LOAD_STATUS,A_OCCUPANCY,A_DISTANCE,A_WAITING_TIME,B_LOAD,B_LOAD_STATUS,B_OCCUPANCY,B_DISTANCE,B_WAITING_TIME,C_LOAD,C_LOAD_STATUS,C_OCCUPANCY,C_DISTANCE,C_WAITING_TIME,GRID_HEADROOM,GRID_STATUS,BATTERY,RECOMMENDED
87,RED,3,6.7,33.6,41,GREEN,1,4.1,12.9,45,GREEN,3,2.2,30.3,30.8,GREEN,72,B
92,RED,1,2.3,15.4,43,GREEN,1,3.0,13.9,72,YELLOW,3,6.5,31.7,17.2,YELLOW,36,B
30,GREEN,2,1.3,17.5,28,GREEN,2,0.8,17.7,82,YELLOW,0,0.6,7.3,44.0,GREEN,15,C
94,RED,0,1.4,9.5,20,GREEN,3,6.2,27.9,54,GREEN,3,5.0,28.7,32.8,GREEN,69,A
63,YELLOW,2,7.0,21.7,60,GREEN,1,9.4,14.7,68,YELLOW,0,9.8,8.3,23.6,YELLOW,27,C
20,GREEN,3,8.8,25.6,37,GREEN,0,6.2,5.2,55,GREEN,1,4.0,14.0,55.2,GREEN,75,B
85,YELLOW,3,6.8,30.5,61,YELLOW,0,6.5,7.6,61,YELLOW,3,2.7,30.0,17.2,YELLOW,25,B
64,YELLOW,3,9.4,32.2,80,YELLOW,0,7.5,7.2,44,GREEN,1,8.8,13.9,24.8,YELLOW,79,B
24,GREEN,1,5.2,8.7,90,RED,3,2.1,32.8,34,GREEN,3,6.8,26.4,40.8,GREEN,42,A
41,GREEN,0,1.5,6.1,23,GREEN,1,9.3,9.6,69,YELLOW,2,2.6,21.9,46.8,GREEN,75,A
35,GREEN,1,9.3,12.0,82,YELLOW,0,8.1,7.5,48,GREEN,0,6.6,4.3,34.0,GREEN,63,C
91,RED,3,8.2,32.0,34,GREEN,2,1.3,17.8,95,RED,1,7.6,16.0,12.0,RED,62,B
36,GREEN,2,9.6,19.9,20,GREEN,2,1.1,18.1,69,YELLOW,3,3.5,30.4,50.0,GREEN,31,B
86,RED,1,1.5,14.6,78,YELLOW,2,1.9,25.6,48,GREEN,3,7.0,27.4,15.2,YELLOW,51,B
38,GREEN,0,6.2,3.0,35,GREEN,2,10.0,20.3,81,YELLOW,1,5.2,16.9,38.4,GREEN,63,A
27,GREEN,2,2.0,19.6,48,GREEN,0,9.3,5.9,82,YELLOW,3,3.3,33.5,37.2,GREEN,35,B
22,GREEN,3,3.7,26.9,64,YELLOW,3,4.2,30.5,56,GREEN,2,7.1,20.4,43.2,GREEN,65,C
32,GREEN,1,3.6,12.4,26,GREEN,2,4.8,17.3,37,GREEN,3,7.1,26.9,62.0,GREEN,33,B
46,GREEN,1,8.1,11.4,21,GREEN,2,7.4,18.4,38,GREEN,3,9.5,27.5,58.0,GREEN,36,B
27,GREEN,0,3.9,2.6,26,GREEN,0,9.8,3.2,95,RED,3,9.7,34.0,40.8,GREEN,66,A
51,GREEN,0,1.6,4.7,58,GREEN,1,6.7,13.3,31,GREEN,3,8.7,27.7,44.0,GREEN,50,A
76,YELLOW,2,0.6,22.1,35,GREEN,3,6.6,29.1,48,GREEN,0,6.1,6.7,36.4,GREEN,76,C
55,GREEN,0,8.0,4.2,81,YELLOW,3,3.3,30.6,61,YELLOW,0,7.3,7.5,21.2,YELLOW,38,A
71,YELLOW,0,4.2,8.4,87,RED,3,1.1,34.0,88,RED,0,7.7,7.6,1.6,RED,30,AVOID
43,GREEN,1,0.6,12.1,60,GREEN,0,0.9,6.3,40,GREEN,0,5.8,5.4,42.8,GREEN,19,C
30,GREEN,0,5.3,2.5,89,RED,1,4.5,18.7,20,GREEN,1,3.4,11.8,44.4,GREEN,52,A
88,RED,3,1.8,32.8,60,GREEN,2,6.3,22.0,32,GREEN,0,2.8,2.0,28.0,YELLOW,53,C
47,GREEN,1,6.2,11.6,65,YELLOW,2,1.7,23.0,29,GREEN,2,3.0,19.5,43.6,GREEN,35,C
71,YELLOW,3,1.3,30.1,74,YELLOW,1,5.6,13.7,54,GREEN,1,7.3,13.7,20.4,YELLOW,80,C
40,GREEN,3,8.3,27.3,75,YELLOW,3,0.7,31.9,29,GREEN,2,1.7,17.3,42.4,GREEN,67,C
28,GREEN,2,6.6,18.3,62,YELLOW,2,1.9,23.4,55,GREEN,0,1.4,7.4,42.0,GREEN,43,C
68,YELLOW,0,7.9,5.3,87,RED,2,6.1,25.9,32,GREEN,2,7.2,20.7,25.2,YELLOW,49,A
32,GREEN,0,2.1,5.0,69,YELLOW,1,3.8,15.9,88,RED,3,5.0,31.3,24.4,YELLOW,16,A
85,YELLOW,1,6.7,15.1,92,RED,2,1.0,26.1,67,YELLOW,1,6.9,14.4,2.4,RED,73,AVOID
43,GREEN,3,9.9,29.5,84,YELLOW,2,3.1,24.1,49,GREEN,2,6.5,19.2,29.6,YELLOW,54,C
72,YELLOW,2,8.5,23.7,29,GREEN,1,9.5,9.6,27,GREEN,0,7.6,2.9,48.8,GREEN,78,C
21,GREEN,3,6.9,27.8,37,GREEN,3,5.2,28.4,88,RED,0,4.4,9.3,41.6,GREEN,15,C
74,YELLOW,2,2.8,24.4,87,RED,0,6.3,10.6,87,RED,1,2.2,16.2,0.8,RED,32,AVOID
85,YELLOW,2,9.5,24.2,68,YELLOW,1,4.0,13.3,51,GREEN,0,3.3,5.0,18.4,YELLOW,48,C
47,GREEN,0,7.5,5.0,47,GREEN,2,9.3,22.5,85,YELLOW,0,9.4,10.1,28.4,YELLOW,77,A
27,GREEN,2,0.6,18.5,58,GREEN,2,1.5,21.2,43,GREEN,3,3.9,26.7,48.8,GREEN,77,A
45,GREEN,0,5.5,6.1,72,YELLOW,0,9.2,5.2,52,GREEN,1,5.0,12.7,32.4,GREEN,61,A
74,YELLOW,1,5.6,14.5,76,YELLOW,3,2.0,31.0,75,YELLOW,0,3.9,9.0,10.0,RED,40,C
34,GREEN,1,3.2,9.9,73,YELLOW,2,9.1,21.9,45,GREEN,3,9.6,30.4,39.2,GREEN,30,A
73,YELLOW,3,5.7,32.5,36,GREEN,2,7.6,20.7,71,YELLOW,3,1.7,32.9,28.0,YELLOW,17,B
36,GREEN,1,3.8,9.7,50,GREEN,0,6.9,4.4,21,GREEN,3,5.1,25.2,57.2,GREEN,25,B
74,YELLOW,1,6.4,16.3,43,GREEN,1,3.2,10.8,53,GREEN,1,6.8,13.0,32.0,GREEN,75,B
33,GREEN,1,2.3,12.7,39,GREEN,1,1.6,11.5,55,GREEN,1,9.3,13.2,49.2,GREEN,40,A
31,GREEN,0,4.1,3.2,49,GREEN,1,3.7,12.8,85,YELLOW,3,6.6,31.7,34.0,GREEN,49,A
66,YELLOW,2,9.5,23.4,51,GREEN,2,9.0,19.8,20,GREEN,0,6.8,1.3,45.2,GREEN,51,C
80,YELLOW,2,9.1,22.4,43,GREEN,2,9.5,19.8,58,GREEN,0,1.4,3.9,27.6,YELLOW,31,C
61,YELLOW,2,7.5,21.6,94,RED,2,2.8,24.6,93,RED,3,1.3,31.8,0.0,RED,30,AVOID
25,GREEN,1,2.3,10.3,32,GREEN,0,9.4,3.7,58,GREEN,3,9.9,28.6,54.0,GREEN,34,B
25,GREEN,1,2.3,10.7,52,GREEN,2,9.0,21.0,35,GREEN,3,1.1,27.2,55.2,GREEN,79,A
22,GREEN,1,6.2,11.0,36,GREEN,2,0.9,19.9,44,GREEN,3,5.2,28.5,59.2,GREEN,80,A
29,GREEN,1,4.7,10.9,91,RED,3,4.3,32.2,43,GREEN,0,2.0,3.2,34.8,GREEN,16,C
85,YELLOW,3,5.3,33.4,53,GREEN,2,8.6,20.5,54,GREEN,0,2.1,3.6,23.2,YELLOW,45,C
57,GREEN,0,6.6,7.5,55,GREEN,1,3.1,14.7,51,GREEN,1,5.6,11.1,34.8,GREEN,59,A
67,YELLOW,2,1.3,23.5,90,RED,2,7.4,24.6,57,GREEN,2,9.9,22.2,14.4,RED,16,C
65,YELLOW,1,7.4,13.6,52,GREEN,0,5.6,7.1,94,RED,0,7.4,10.2,15.6,YELLOW,47,B
90,RED,1,8.3,15.9,54,GREEN,1,6.0,14.6,70,YELLOW,1,4.7,15.9,14.4,RED,70,B
67,YELLOW,1,9.1,13.1,43,GREEN,3,2.3,29.7,44,GREEN,3,9.5,27.1,38.4,GREEN,51,A
22,GREEN,2,2.0,16.9,70,YELLOW,1,1.2,13.3,51,GREEN,3,9.1,31.0,42.8,GREEN,27,A
87,RED,1,7.4,17.9,32,GREEN,3,4.1,25.6,21,GREEN,0,1.8,3.2,44.0,GREEN,49,C
38,GREEN,0,8.0,1.8,33,GREEN,2,8.6,17.6,37,GREEN,3,7.7,29.3,56.8,GREEN,35,A
59,GREEN,2,5.0,20.9,89,RED,2,6.5,23.4,25,GREEN,0,5.7,0.9,30.8,GREEN,68,C
38,GREEN,0,9.2,1.9,74,YELLOW,3,1.9,32.0,48,GREEN,3,7.0,29.7,36.0,GREEN,29,A
82,YELLOW,1,9.9,15.1,56,GREEN,2,1.2,20.9,66,YELLOW,0,9.0,7.0,18.4,YELLOW,37,C
74,YELLOW,2,6.2,24.1,39,GREEN,2,6.4,19.0,33,GREEN,2,9.2,19.9,41.6,GREEN,48,C
29,GREEN,0,8.7,4.8,38,GREEN,2,1.9,19.6,81,YELLOW,0,1.6,7.8,40.8,GREEN,50,A
38,GREEN,0,3.6,2.3,69,YELLOW,2,3.5,22.6,72,YELLOW,2,1.8,25.0,28.4,YELLOW,46,A
69,YELLOW,3,5.7,31.1,83,YELLOW,1,4.2,16.6,73,YELLOW,1,7.2,14.2,10.0,RED,15,C
46,GREEN,0,3.9,4.5,37,GREEN,0,1.1,3.1,37,GREEN,2,4.9,21.0,52.0,GREEN,68,B
51,GREEN,1,8.4,11.3,37,GREEN,0,9.6,4.5,68,YELLOW,0,7.1,6.5,37.6,GREEN,21,B
33,GREEN,0,5.0,3.7,40,GREEN,0,1.9,2.6,51,GREEN,0,0.6,6.4,50.4,GREEN,68,A
39,GREEN,1,5.0,10.5,87,RED,2,5.0,25.6,76,YELLOW,0,3.2,6.2,19.2,YELLOW,19,C
42,GREEN,1,0.6,13.5,78,YELLOW,2,9.2,23.8,49,GREEN,3,9.3,28.0,32.4,GREEN,26,A
86,RED,3,9.8,31.1,47,GREEN,3,6.4,27.6,43,GREEN,0,8.3,4.2,29.6,YELLOW,55,C
71,YELLOW,3,2.1,32.3,74,YELLOW,1,3.1,13.8,66,YELLOW,2,0.8,21.7,15.6,YELLOW,28,C
28,GREEN,1,6.2,11.8,59,GREEN,1,5.7,14.5,24,GREEN,1,3.1,12.3,55.6,GREEN,20,C
92,RED,3,0.9,32.5,59,GREEN,0,9.8,6.9,70,YELLOW,1,3.5,14.6,11.6,RED,60,B
36,GREEN,0,3.6,5.2,84,YELLOW,0,5.3,9.5,23,GREEN,3,5.0,27.8,42.8,GREEN,19,A
57,GREEN,1,1.9,13.6,31,GREEN,1,8.9,12.3,38,GREEN,1,9.9,11.8,49.6,GREEN,58,B
77,YELLOW,1,3.7,15.1,75,YELLOW,0,9.0,8.6,69,YELLOW,1,2.5,15.3,11.6,RED,24,B
39,GREEN,3,1.4,26.0,59,GREEN,0,5.2,5.7,41,GREEN,2,2.0,19.2,44.4,GREEN,61,B
65,YELLOW,0,1.2,7.3,78,YELLOW,2,9.9,25.7,76,YELLOW,1,9.4,17.5,12.4,RED,77,A
25,GREEN,2,8.7,18.1,36,GREEN,3,4.0,29.0,60,GREEN,2,1.3,21.7,51.6,GREEN,72,A
53,GREEN,0,6.4,5.9,51,GREEN,0,2.0,3.5,68,YELLOW,1,5.9,16.2,31.2,GREEN,43,B
69,YELLOW,3,6.9,30.3,79,YELLOW,3,1.5,30.6,33,GREEN,3,7.8,26.1,27.6,YELLOW,57,AVOID
28,GREEN,2,3.8,19.2,47,GREEN,3,1.6,28.5,89,RED,1,9.5,15.5,34.4,GREEN,42,A
60,GREEN,0,9.9,7.1,27,GREEN,2,8.0,20.6,47,GREEN,0,2.5,2.8,46.4,GREEN,69,C
54,GREEN,2,6.5,19.7,28,GREEN,2,4.3,18.0,77,YELLOW,3,5.5,32.4,36.4,GREEN,48,B
43,GREEN,0,1.4,5.9,63,YELLOW,2,2.1,21.7,73,YELLOW,3,5.0,32.1,28.4,YELLOW,35,A
75,YELLOW,2,9.2,23.8,21,GREEN,1,1.2,10.8,38,GREEN,2,6.8,21.1,46.4,GREEN,55,B
21,GREEN,1,9.0,11.8,83,YELLOW,2,1.6,26.2,72,YELLOW,2,5.4,21.2,29.6,YELLOW,72,A
36,GREEN,3,6.6,27.9,24,GREEN,1,7.6,9.2,89,RED,1,6.2,15.8,40.4,GREEN,41,B
44,GREEN,0,4.0,3.9,58,GREEN,2,5.3,23.3,83,YELLOW,3,4.4,31.7,26.0,YELLOW,69,A
86,RED,2,1.6,23.3,74,YELLOW,2,2.2,23.8,89,RED,3,4.1,34.3,0.4,RED,70,AVOID
56,GREEN,0,10.0,6.8,33,GREEN,0,6.7,3.8,72,YELLOW,0,5.2,8.2,35.6,GREEN,27,B
76,YELLOW,0,6.8,9.0,47,GREEN,1,7.9,12.9,34,GREEN,1,8.6,13.2,37.2,GREEN,59,A
79,YELLOW,3,9.1,32.5,70,YELLOW,0,9.4,8.1,84,YELLOW,2,3.0,25.0,6.8,RED,54,B
73,YELLOW,1,0.5,16.9,24,GREEN,0,0.7,3.6,86,RED,2,3.7,26.4,26.8,YELLOW,70,B
50,GREEN,3,2.3,29.6,26,GREEN,3,1.7,27.1,42,GREEN,3,9.1,28.3,52.8,GREEN,70,AVOID
49,GREEN,0,7.2,3.4,35,GREEN,3,8.5,28.0,53,GREEN,1,9.5,12.1,45.2,GREEN,26,A
23,GREEN,3,0.6,27.4,39,GREEN,0,6.4,4.1,30,GREEN,3,0.7,27.9,63.2,GREEN,73,B
65,YELLOW,1,2.8,16.1,58,GREEN,1,5.6,12.8,68,YELLOW,2,6.8,21.9,23.6,YELLOW,33,B
22,GREEN,0,1.6,3.9,35,GREEN,0,1.8,2.5,43,GREEN,0,1.2,5.7,60.0,GREEN,41,A
70,YELLOW,0,5.2,5.1,29,GREEN,3,9.6,25.2,73,YELLOW,3,9.0,31.8,31.2,GREEN,72,A
40,GREEN,1,3.3,13.6,92,RED,0,1.6,8.6,64,YELLOW,3,10.0,30.8,21.6,YELLOW,15,B
40,GREEN,2,9.3,18.8,23,GREEN,0,5.4,3.3,47,GREEN,2,1.6,19.6,56.0,GREEN,56,B
37,GREEN,1,1.3,12.5,36,GREEN,2,3.1,18.4,31,GREEN,2,7.2,19.7,58.4,GREEN,74,A
83,YELLOW,3,5.4,31.9,44,GREEN,2,2.1,21.1,55,GREEN,3,1.5,30.7,27.2,YELLOW,54,B
41,GREEN,1,9.6,12.1,77,YELLOW,3,6.2,30.8,60,GREEN,0,6.3,5.7,28.8,YELLOW,60,C
67,YELLOW,0,4.8,8.3,85,YELLOW,2,6.1,23.7,87,RED,2,4.3,23.2,4.4,RED,56,AVOID
74,YELLOW,1,3.9,13.7,67,YELLOW,2,1.9,22.0,21,GREEN,2,7.0,19.0,35.2,GREEN,42,C
79,YELLOW,2,9.0,24.1,69,YELLOW,2,6.2,23.0,33,GREEN,2,7.3,21.1,27.6,YELLOW,24,C
93,RED,3,7.0,33.0,60,GREEN,1,2.4,15.2,83,YELLOW,0,9.9,8.0,5.6,RED,30,C
77,YELLOW,1,6.2,16.1,50,GREEN,0,3.2,5.6,93,RED,0,9.2,8.4,12.0,RED,66,B
24,GREEN,0,3.7,0.5,80,YELLOW,0,8.4,7.7,58,GREEN,2,3.5,21.2,35.2,GREEN,25,A
91,RED,2,5.2,23.3,58,GREEN,3,5.2,30.4,35,GREEN,2,9.4,17.9,26.4,YELLOW,43,C
26,GREEN,0,1.8,4.6,75,YELLOW,1,2.1,14.3,67,YELLOW,0,9.4,8.2,32.8,GREEN,48,A
25,GREEN,0,1.0,1.7,53,GREEN,2,7.0,22.5,68,YELLOW,2,7.1,24.5,41.6,GREEN,73,A
35,GREEN,1,3.5,10.1,94,RED,3,6.6,34.1,86,RED,1,6.0,17.2,14.0,RED,50,A
61,YELLOW,3,2.6,29.2,57,GREEN,0,3.9,7.0,51,GREEN,1,7.1,11.4,32.4,GREEN,78,B
27,GREEN,1,0.6,9.6,69,YELLOW,1,5.1,14.3,95,RED,2,7.7,24.7,23.6,YELLOW,73,A
39,GREEN,0,9.2,2.8,66,YELLOW,3,9.8,32.1,85,YELLOW,1,7.9,15.3,24.0,YELLOW,50,A
74,YELLOW,1,7.0,17.2,93,RED,0,1.9,10.8,34,GREEN,1,0.7,11.2,19.6,YELLOW,49,B
23,GREEN,3,6.8,26.1,53,GREEN,0,9.3,3.6,75,YELLOW,1,1.9,15.5,39.6,GREEN,80,B
62,YELLOW,0,4.7,5.7,26,GREEN,3,7.5,26.3,57,GREEN,1,4.3,14.1,42.0,GREEN,78,A
86,RED,3,1.5,30.8,51,GREEN,0,2.6,3.3,24,GREEN,2,2.8,18.5,35.6,GREEN,50,B
48,GREEN,3,4.2,27.2,54,GREEN,3,2.5,30.5,64,YELLOW,2,7.2,21.6,33.6,GREEN,15,C
32,GREEN,1,5.3,12.0,81,YELLOW,2,8.6,24.9,41,GREEN,2,7.0,18.8,38.4,GREEN,57,A
78,YELLOW,1,9.6,16.5,74,YELLOW,2,0.7,25.3,29,GREEN,1,7.0,12.3,27.6,YELLOW,60,C
80,YELLOW,0,5.1,7.0,34,GREEN,0,8.3,3.7,57,GREEN,1,5.5,12.4,31.6,GREEN,33,B
32,GREEN,0,3.4,4.1,77,YELLOW,3,7.5,33.7,52,GREEN,3,2.9,29.0,35.6,GREEN,60,A
58,GREEN,2,9.0,22.9,81,YELLOW,0,3.1,8.2,22,GREEN,1,9.8,11.6,35.6,GREEN,33,B
65,YELLOW,3,0.8,30.8,75,YELLOW,2,2.5,21.9,68,YELLOW,0,9.7,8.3,16.8,YELLOW,72,C
87,RED,1,3.0,17.4,62,YELLOW,3,6.1,32.0,55,GREEN,2,2.3,21.8,18.4,YELLOW,58,C
35,GREEN,3,8.1,27.8,64,YELLOW,2,1.5,20.4,38,GREEN,3,7.0,27.9,45.2,GREEN,52,B
91,RED,1,3.4,16.3,57,GREEN,0,4.8,4.6,95,RED,0,1.0,8.7,2.8,RED,70,AVOID
65,YELLOW,0,1.0,5.1,56,GREEN,1,9.6,14.5,38,GREEN,1,4.6,13.5,36.4,GREEN,52,A
48,GREEN,0,5.0,4.2,69,YELLOW,3,4.3,32.5,53,GREEN,2,6.2,20.0,32.0,GREEN,70,A
61,YELLOW,1,7.0,12.9,37,GREEN,3,5.8,26.9,30,GREEN,2,5.9,19.5,48.8,GREEN,38,C
68,YELLOW,3,1.4,30.9,60,GREEN,2,4.9,21.7,73,YELLOW,3,4.9,33.0,19.6,YELLOW,18,B
73,YELLOW,0,7.7,7.8,58,GREEN,1,6.0,13.3,89,RED,2,1.0,26.3,12.0,RED,31,A
71,YELLOW,0,4.9,8.2,86,RED,3,8.5,30.9,54,GREEN,0,3.7,3.8,15.6,YELLOW,52,C
92,RED,3,7.1,34.7,35,GREEN,0,7.2,3.6,91,RED,3,1.8,34.7,12.8,RED,34,B
58,GREEN,2,7.3,23.5,82,YELLOW,1,1.6,14.2,35,GREEN,0,2.8,1.9,30.0,YELLOW,18,C
84,YELLOW,3,4.2,34.1,58,GREEN,3,5.1,28.5,50,GREEN,2,8.3,21.7,23.2,YELLOW,30,C
75,YELLOW,1,6.5,14.2,50,GREEN,1,5.4,13.8,45,GREEN,3,5.1,27.7,32.0,GREEN,27,B
95,RED,3,4.0,32.6,69,YELLOW,0,4.9,8.2,38,GREEN,0,3.2,2.3,19.2,YELLOW,64,C
21,GREEN,2,0.8,18.7,76,YELLOW,0,9.1,7.0,37,GREEN,3,8.9,27.5,46.4,GREEN,16,B
40,GREEN,2,5.3,21.4,46,GREEN,2,9.1,20.7,85,YELLOW,0,2.2,7.1,31.6,GREEN,58,C
78,YELLOW,1,3.1,16.9,58,GREEN,3,1.1,31.2,81,YELLOW,3,9.6,32.5,13.2,RED,38,A
93,RED,2,1.7,24.6,94,RED,2,6.1,26.7,28,GREEN,0,0.8,3.7,14.0,RED,44,C
32,GREEN,0,5.2,3.9,61,YELLOW,1,9.8,15.3,50,GREEN,0,9.0,3.7,42.8,GREEN,64,A
73,YELLOW,0,1.1,6.3,24,GREEN,0,4.7,1.9,23,GREEN,1,3.6,11.1,52.0,GREEN,63,B
37,GREEN,1,2.4,11.7,56,GREEN,1,2.4,12.2,87,RED,1,1.3,14.8,28.0,YELLOW,27,A
46,GREEN,0,8.2,6.2,66,YELLOW,3,5.9,32.1,63,YELLOW,1,7.0,16.1,30.0,YELLOW,78,A
44,GREEN,1,5.9,12.3,65,YELLOW,2,6.4,22.7,37,GREEN,0,4.7,4.2,41.6,GREEN,24,C
92,RED,0,1.7,9.3,32,GREEN,0,5.2,1.4,89,RED,2,0.7,26.2,14.8,RED,52,B
52,GREEN,3,7.2,27.5,40,GREEN,2,1.2,20.3,86,RED,2,4.3,22.8,28.8,YELLOW,29,B
94,RED,3,9.4,35.3,23,GREEN,0,3.7,1.3,62,YELLOW,0,1.8,6.4,28.4,YELLOW,57,B
27,GREEN,1,5.2,11.9,92,RED,0,3.8,7.5,73,YELLOW,0,8.9,7.2,23.2,YELLOW,31,C
54,GREEN,0,1.5,5.4,48,GREEN,2,4.6,20.0,49,GREEN,0,9.3,3.0,39.6,GREEN,40,C
88,RED,3,7.0,33.8,90,RED,3,1.0,34.1,36,GREEN,3,7.2,27.8,14.4,RED,29,AVOID
76,YELLOW,0,9.0,9.5,67,YELLOW,2,2.3,22.4,27,GREEN,1,2.7,11.1,32.0,GREEN,44,A
72,YELLOW,0,9.9,5.3,51,GREEN,0,1.2,3.6,43,GREEN,2,0.9,19.7,33.6,GREEN,46,B
57,GREEN,1,6.3,13.6,35,GREEN,0,1.2,5.3,46,GREEN,3,7.2,29.9,44.8,GREEN,43,B
76,YELLOW,2,9.4,24.7,57,GREEN,1,5.5,12.8,89,RED,0,1.0,10.5,11.2,RED,77,C
55,GREEN,0,2.4,4.0,86,RED,1,3.4,16.8,35,GREEN,2,7.4,20.7,29.6,YELLOW,19,A
50,GREEN,3,6.7,28.8,34,GREEN,0,5.2,1.5,55,GREEN,3,3.4,31.4,44.4,GREEN,22,B
55,GREEN,3,5.2,31.0,69,YELLOW,3,0.9,29.7,43,GREEN,3,5.6,28.9,33.2,GREEN,19,AVOID
89,RED,2,9.4,26.5,63,YELLOW,2,8.2,22.7,23,GREEN,2,7.4,18.8,30.0,YELLOW,69,C
27,GREEN,0,5.8,4.5,56,GREEN,3,4.5,30.5,86,RED,2,2.0,24.1,32.4,GREEN,45,A
36,GREEN,0,3.2,4.3,55,GREEN,0,10.0,6.6,57,GREEN,2,5.9,19.9,40.8,GREEN,50,A
66,YELLOW,2,6.8,23.7,21,GREEN,0,3.4,2.7,53,GREEN,1,4.7,11.4,44.0,GREEN,16,B
79,YELLOW,0,9.7,7.8,91,RED,1,4.4,17.4,30,GREEN,2,9.0,19.2,20.0,YELLOW,23,A
76,YELLOW,1,3.0,16.7,53,GREEN,3,1.7,29.8,38,GREEN,0,2.7,4.4,33.2,GREEN,38,C
84,YELLOW,3,6.0,30.6,49,GREEN,0,9.5,6.9,52,GREEN,0,6.9,6.6,26.0,YELLOW,60,B
89,RED,0,6.2,8.3,29,GREEN,3,1.6,25.2,46,GREEN,2,5.9,21.9,34.4,GREEN,68,A
29,GREEN,3,8.8,25.5,61,YELLOW,2,3.7,21.7,67,YELLOW,3,9.5,29.9,37.2,GREEN,18,B
40,GREEN,2,0.9,21.7,95,RED,0,1.5,8.3,60,GREEN,2,9.4,21.5,22.0,YELLOW,19,A
39,GREEN,3,7.7,28.5,29,GREEN,1,5.9,12.9,90,RED,3,5.6,31.5,36.8,GREEN,21,B
80,YELLOW,3,3.5,30.8,93,RED,2,9.2,24.6,66,YELLOW,1,4.8,15.6,4.4,RED,29,AVOID
50,GREEN,3,7.5,30.5,66,YELLOW,0,3.8,6.6,66,YELLOW,3,6.2,30.4,27.2,YELLOW,68,B
49,GREEN,1,9.3,11.9,72,YELLOW,1,6.3,16.4,63,YELLOW,2,1.6,21.9,26.4,YELLOW,79,A
38,GREEN,3,6.5,28.9,43,GREEN,3,0.6,26.8,53,GREEN,3,7.6,27.8,46.4,GREEN,19,AVOID
75,YELLOW,0,7.1,9.5,36,GREEN,3,9.1,27.0,71,YELLOW,1,7.3,13.6,27.2,YELLOW,58,A
95,RED,0,9.9,7.7,65,YELLOW,3,9.2,31.0,75,YELLOW,2,7.7,24.3,6.0,RED,38,C
94,RED,0,1.9,7.5,94,RED,2,6.9,25.3,60,GREEN,3,2.2,31.0,0.0,RED,50,AVOID
32,GREEN,1,3.3,10.6,92,RED,3,3.2,32.7,42,GREEN,1,0.9,14.0,33.6,GREEN,41,A
75,YELLOW,2,6.0,24.0,32,GREEN,2,3.2,17.7,55,GREEN,3,4.7,31.0,35.2,GREEN,51,B
53,GREEN,0,9.3,6.0,38,GREEN,0,2.5,5.2,41,GREEN,0,6.2,2.3,47.2,GREEN,39,B
20,GREEN,3,8.4,24.1,46,GREEN,2,9.4,20.9,76,YELLOW,1,8.4,14.8,43.2,GREEN,29,B
35,GREEN,3,8.9,27.5,31,GREEN,1,9.9,12.0,34,GREEN,2,8.1,20.4,60.0,GREEN,43,B
29,GREEN,2,2.0,18.2,78,YELLOW,0,7.2,7.1,24,GREEN,3,1.5,27.2,47.6,GREEN,55,B
44,GREEN,0,9.5,4.9,51,GREEN,1,6.1,14.6,48,GREEN,1,3.0,11.4,42.8,GREEN,38,A
83,YELLOW,2,1.8,24.8,31,GREEN,1,0.5,9.4,91,RED,1,7.2,15.3,18.0,YELLOW,48,B
68,YELLOW,1,6.6,14.7,43,GREEN,2,8.5,21.8,82,YELLOW,3,8.1,31.8,22.8,YELLOW,60,B
89,RED,3,3.3,31.8,56,GREEN,3,9.7,28.9,74,YELLOW,0,2.2,9.2,12.4,RED,29,C
64,YELLOW,3,7.2,31.5,81,YELLOW,3,6.2,32.8,23,GREEN,2,3.0,17.2,32.8,GREEN,67,C
27,GREEN,2,3.0,18.0,70,YELLOW,3,4.5,30.0,26,GREEN,2,5.1,17.5,50.8,GREEN,20,C
59,GREEN,3,4.4,30.2,41,GREEN,1,7.9,10.5,62,YELLOW,1,6.2,12.3,35.2,GREEN,17,B
68,YELLOW,0,7.9,6.1,65,YELLOW,0,6.7,6.6,66,YELLOW,1,9.9,16.0,20.4,YELLOW,65,B
49,GREEN,2,8.1,22.5,62,YELLOW,3,2.5,31.1,21,GREEN,0,8.5,3.1,47.2,GREEN,28,C
84,YELLOW,3,8.0,30.6,56,GREEN,2,0.7,22.1,51,GREEN,0,3.1,3.6,23.6,YELLOW,63,C
71,YELLOW,1,8.3,16.6,30,GREEN,0,1.2,3.9,73,YELLOW,0,0.6,8.6,30.4,GREEN,34,B
32,GREEN,3,2.3,27.6,59,GREEN,2,4.5,22.9,58,GREEN,2,4.9,20.2,40.4,GREEN,75,C
68,YELLOW,2,4.6,21.7,72,YELLOW,2,5.1,24.8,88,RED,1,4.1,18.8,8.8,RED,65,A
67,YELLOW,0,4.8,7.0,23,GREEN,3,7.8,26.1,81,YELLOW,0,6.6,7.4,31.6,GREEN,25,A
32,GREEN,1,2.5,13.0,95,RED,1,1.3,17.1,80,YELLOW,1,1.1,16.0,17.2,YELLOW,67,A
59,GREEN,2,8.4,20.0,92,RED,3,8.8,32.3,46,GREEN,3,5.7,27.9,21.2,YELLOW,45,A
61,YELLOW,3,7.2,30.2,30,GREEN,0,4.5,1.3,36,GREEN,0,2.0,4.6,49.2,GREEN,36,B
